"rings"	"length"	"diameter"	"height"	"whole"	"shucked"	"viscera"	"shell"	"infant"
"1374"	8	108	85	0.135	137.2	69.5	30.9	42.6	1
"1375"	8	120	100	0.155	266.4	124.7	56.7	70	0
"1376"	8	83	62	0.095	62.2	22.5	12.5	23	1
"1377"	13	139	110	0.22	310.3	113.2	76.7	89	0
"1378"	10	130	109	0.175	304.9	118	65.2	99	0
"1379"	8	104	80	0.125	111.8	50.8	27.8	29.8	0
"1380"	18	133	105	0.165	267.6	110.3	71.5	70	0
"1381"	10	141	113	0.515	442	221.5	97.3	102.4	0
"1382"	8	101	95	0.16	223.1	101.8	47.8	61.3	0
"1383"	15	118	92	0.155	181.2	65.4	29.7	67	0
"1384"	9	125	97	0.16	250.8	118.2	51.8	69.7	0
"1385"	10	88	73	0.125	103.2	43.1	22.8	31	0
"1386"	7	61	49	0.075	31.2	13.5	7.6	9	1
"1387"	18	113	91	0.15	164.1	73	31.8	52	0
"1388"	12	135	108	0.175	310.9	132.9	55.6	102.4	0
"1389"	12	148	115	0.22	402.4	178.3	105.3	94.2	0
"1390"	11	125	99	0.16	222.3	89.9	56.5	69	0
"1391"	8	117	90	0.15	178.3	79.5	40.7	50.6	1
"1392"	9	126	98	0.155	250.5	126	49.2	57.8	0
"1393"	9	122	95	0.175	204.8	81.8	52.2	64.4	0
"1394"	8	94	69	0.12	73.7	30.5	12.3	25	1
"1395"	6	67	49	0.09	33.3	11.9	8	12	1
"1396"	6	58	42	0.06	23.9	11.2	4.7	6	1
"1397"	8	103	79	0.125	111.2	53.9	19.2	34	1
"1398"	8	107	86	0.14	143.3	57.1	31.9	43.1	0
"1399"	16	107	81	0.185	166.9	63.5	34.5	58	0
"1400"	11	106	84	0.13	167.3	74.9	33.4	49.8	1
"1401"	19	116	92	0.15	199.1	85.8	42.4	52	0
"1402"	7	77	56	0.095	51.4	23.8	11.8	14	1
"1403"	10	114	88	0.145	176.3	72.1	39.1	54.7	0
"1404"	7	88	65	0.09	70	29.6	13.4	21	1
"1405"	12	101	76	0.145	130.2	58.7	38	34	0
"1406"	11	132	102	0.175	243.6	101.1	60.6	74	0
"1407"	7	73	54	0.085	44.5	18.7	10.5	13.2	1
"1408"	5	74	55	0.1	56.3	30.1	10.1	13.6	1
"1409"	10	72	53	0.09	43.3	19.2	7.4	14.7	0
"1410"	9	112	91	0.19	142.8	56.6	25.8	55	0
"1411"	10	123	95	0.175	220.6	92.7	61.9	54.5	0
"1412"	7	87	65	0.115	78.3	30.8	18.8	24	0
"1413"	11	121	98	0.165	224.9	98.4	44.4	71.1	0
"1414"	13	114	88	0.155	223.2	95.5	46.3	54	0
"1415"	7	103	77	0.125	114.4	47.4	28.7	33	1
"1416"	11	94	70	0.135	113.4	46.3	29.3	30.5	1
"1417"	12	130	102	0.175	263.3	126.9	52.1	72.8	0
"1418"	12	118	91	0.165	232.2	76	49.1	56	0
"1419"	13	104	80	0.145	132	53.4	21.1	44	1
"1420"	11	145	112	0.185	358.4	174.6	73.4	87	0
"1421"	15	99	80	0.12	132.1	52.1	32.2	38	0
"1422"	7	106	84	0.12	119.3	51.1	28.2	35.4	1
"1423"	5	40	29	0.025	6.9	2.2	1.5	2	1
"1424"	11	151	115	0.2	414.6	202.7	93.1	96	0
"1425"	7	81	50	0.09	57.5	25.6	12.6	16.1	1
"1426"	11	106	91	0.165	196.1	63.1	56.3	59.3	0
"1427"	14	139	110	0.215	391.3	142.5	108.2	118	0
"1428"	20	114	90	0.17	219.6	82.8	37.4	81	0
"1429"	11	122	97	0.165	217.4	85.1	46.4	76	0
"1430"	17	144	112	0.175	345.3	127.4	68.3	105	0
"1431"	14	90	67	0.14	92.5	32.8	15.2	30	0
"1432"	9	145	116	0.185	304.6	160.9	71.9	87.5	0
"1433"	11	131	103	0.17	305.4	169.7	52.7	66.2	0
"1434"	8	71	53	0.09	33.6	10	8.2	12.6	0
"1435"	12	113	88	0.16	183	70.8	38.7	64	0
"1436"	14	114	99	0.16	218.3	90.4	55	63	0
"1437"	9	71	54	0.105	54.2	28.5	10.5	14.7	1
"1438"	4	33	22	0.02	3.8	1.3	0.5	1	1
"1439"	17	146	119	0.23	565.1	229.3	83.8	179.4	0
"1440"	6	56	43	0.07	24.8	12.6	4.3	6	1
"1441"	4	49	39	0.06	19	8.9	4.9	5.2	1
"1442"	8	75	57	0.09	47.4	21.2	7.9	16	1
"1443"	7	72	60	0.085	54	23.7	12.8	14.9	1
"1444"	7	99	76	0.12	102.4	46.6	24.1	27.2	1
"1445"	8	102	77	0.145	153.3	79.7	28	36.1	1
"1446"	10	144	110	0.205	433	221.1	105	80.8	0
"1447"	8	90	70	0.11	102.8	50.6	20.9	28	1
"1448"	10	114	93	0.16	178.7	62.9	51.5	52.6	0
"1449"	16	148	120	0.195	394.8	119.6	81.7	142	0
"1450"	8	103	78	0.11	106.2	48.3	19.6	32.3	1
"1451"	14	124	96	0.23	218.7	80.6	49	71	0
"1452"	8	59	42	0.08	20	7.6	5.2	6.2	1
"1453"	8	88	68	0.105	68.8	24.6	16.2	25	1
"1454"	10	131	104	0.19	290.9	120	77.3	76.6	0
"1455"	16	88	70	0.14	90.2	34.2	14.1	36.8	0
"1456"	10	132	103	0.155	288.3	141.1	71.1	67	0
"1457"	9	116	90	0.15	184	78.6	42.4	57.9	0
"1458"	8	104	76	0.125	110.9	57.6	25.9	33.4	1
"1459"	7	101	78	0.185	122.5	53.4	28.4	34.4	1
"1460"	4	33	25	0.04	4.9	1.9	0.9	1.6	0
"1461"	8	86	64	0.11	73.5	33.5	20.4	21	1
"1462"	7	80	62	0.1	25.4	21.2	14.2	17	1
"1463"	10	94	72	0.12	95.5	42.1	21.1	30	0
"1464"	9	120	93	0.2	251.8	128.1	39.7	71.4	0
"1465"	10	135	114	0.225	317.4	147.8	59.9	87	0
"1466"	8	97	73	0.125	85.2	32.6	19.3	30.2	1
"1467"	11	90	70	0.125	88.7	37	18	29	0
"1468"	8	91	73	0.115	86.1	36.8	21.6	24.9	0
"1469"	10	117	90	0.16	215.4	99.9	57.5	50	0
"1470"	11	140	111	0.22	333.2	129.4	85.7	91	0
"1471"	10	94	75	0.105	93.6	33.3	21.6	34	1
"1472"	7	85	64	0.1	61.1	25.2	12	21.2	1
"1473"	9	127	100	0.18	230.8	88.1	46.3	77.4	0
"1474"	10	104	82	0.14	139.8	67.9	25.8	38.9	1
"1475"	8	110	90	0.14	150.6	68.9	26.5	48	1
"1476"	17	125	100	0.195	273.8	117.5	43.7	74	0
"1477"	12	142	106	0.195	374.9	135.1	81.3	137.1	0
"1478"	10	103	81	0.12	129.2	57.9	28.1	35.4	0
"1479"	11	128	105	0.185	341.4	152.6	84.1	88.7	0
"1480"	11	135	107	0.185	311.5	140.7	80.4	80	0
"1481"	9	90	72	0.105	94.3	40.7	18.7	29.8	0
"1482"	8	120	93	0.15	220.5	109.1	52.4	50	0
"1483"	12	79	60	0.105	67.5	28.7	15.1	19.6	0
"1484"	8	95	73	0.12	103.7	53.6	21.9	27.3	1
"1485"	7	87	65	0.11	86.7	35.6	19.7	31	0
"1486"	15	125	103	0.15	248.3	104.7	61.3	72	0
"1487"	9	82	62	0.11	63	24.8	16.4	19	1
"1488"	9	128	101	0.175	263.7	123.7	60.4	66.3	0
"1489"	11	120	93	0.155	208	95.1	50	56	0
"1490"	10	124	93	0.145	182.2	75	42.9	55.6	0
"1491"	6	67	52	0.075	44	17.1	8	17	0
"1492"	11	145	106	0.19	346.3	166	79.6	81	0
"1493"	10	140	105	0.175	351.7	174.9	72.3	94	0
"1494"	10	118	95	0.14	195.4	92.5	40.5	55	0
"1495"	14	100	75	0.13	144.2	61.1	34.5	44	0
"1496"	10	103	70	0.105	94.9	42.6	24.6	25.5	1
"1497"	9	125	97	0.175	274.9	146.7	54.3	66.4	0
"1498"	11	132	101	0.19	287.7	135.5	57	35.6	0
"1499"	7	67	52	0.09	39.3	17.5	8.2	11.2	1
"1500"	12	87	66	0.125	81.2	33.7	21.1	19.2	1
"1501"	11	98	74	0.115	108.2	34.2	23.5	37	0
"1502"	9	104	82	0.145	129.2	59.3	31.9	33	1
"1503"	9	95	68	0.105	90.7	40.6	16	29.3	1
"1504"	8	91	71	1.13	118.8	66.4	23.2	26.7	0
"1505"	16	127	103	0.17	255	101.8	57.2	68	0
"1506"	8	88	65	0.08	82.6	28.8	20.3	26	0
"1507"	10	106	86	0.135	125.1	49	29.1	42.7	1
"1508"	7	84	64	0.11	72.5	34.8	12.7	21	1
"1509"	10	102	80	0.14	162.9	91.8	39.3	39	0
"1510"	15	120	95	0.15	201.5	88.5	44.2	56	0
"1511"	9	115	89	0.14	188.2	76.9	50.4	57	0
"1512"	12	110	84	0.135	163.2	79.9	29.7	46	1
"1513"	6	83	66	0.09	71.9	34	16.2	18	1
"1514"	8	119	92	0.15	166.7	75.4	38.5	47	1
"1515"	12	126	94	0.15	227.1	107.8	46.5	62.3	0
"1516"	10	74	56	0.11	46.1	18.9	9.3	15	0
"1517"	10	127	98	0.175	248.7	116.1	62.6	61	0
"1518"	8	95	84	0.16	141.9	70	30.1	36.9	1
"1519"	8	78	58	0.09	54.9	27	9.1	15.6	1
"1520"	9	122	94	0.16	204.4	89.8	46.9	58.9	0
"1521"	8	90	73	0.125	92.4	42.7	19.7	26.3	1
"1522"	9	125	103	0.16	252.8	114.3	65.2	64.2	0
"1523"	13	121	93	0.165	211.2	84.3	49.5	68	0
"1524"	15	96	76	0.125	104.6	42.1	20.9	35	1
"1525"	9	128	100	0.17	252.9	113	67.5	63	0
"1526"	8	115	93	0.195	199.3	83.4	49.4	94	0
"1527"	8	76	60	0.1	50.1	21.2	10.7	15.5	0
"1528"	13	129	105	0.2	289.8	120.2	51.3	101	0
"1529"	11	135	102	0.185	294.6	125.9	60.5	84.9	0
"1530"	15	104	81	0.14	135.3	57.3	29.2	41	1
"1531"	10	123	96	0.185	244.1	99.7	63	66	0
"1532"	6	106	84	0.17	165.6	82	41.6	30.1	0
"1533"	9	92	71	0.13	103.4	44.1	22.8	33	0
"1534"	17	119	96	0.165	252.4	96.7	56.6	82	0
"1535"	8	109	86	0.13	151.9	71.6	30.6	41.1	1
"1536"	13	131	107	0.205	328.9	146.1	71.9	92	0
"1537"	10	116	100	0.165	185	74	37	60.1	0
"1538"	10	130	102	0.17	313.4	144.9	69.8	78.2	0
"1539"	11	120	94	0.135	194	93.1	39.1	52.8	0
"1540"	10	125	97	0.165	245.1	101.5	59.2	72	0
"1541"	11	144	117	0.22	382.8	183.1	89.6	95.8	0
"1542"	7	73	54	0.085	39.2	16.5	7.5	12	1
"1543"	6	70	54	0.09	41.1	15	11.5	12.4	1
"1544"	10	92	73	0.125	93.4	37.9	18.9	31.6	0
"1545"	13	124	96	0.16	215.3	82.4	50.6	60	0
"1546"	11	126	96	0.16	239.8	105.3	67	63	0
"1547"	6	71	57	0.095	45.5	19.1	9.5	14.3	1
"1548"	11	144	109	0.195	349.5	164.3	76.6	94.1	0
"1549"	9	112	85	0.145	137.6	61.9	26.1	43.3	1
"1550"	11	90	71	0.115	87.7	36.8	21.6	22.5	1
"1551"	14	105	81	0.15	159	61.5	41	51	1
"1552"	8	90	68	0.105	87.7	42	18.5	24	1
"1553"	10	113	89	0.155	165.2	68.2	41.1	49.5	0
"1554"	12	101	79	0.135	118.3	57.6	26.3	37	0
"1555"	8	83	65	0.11	63.2	27.7	15.9	18.5	1
"1556"	5	74	55	0.085	48.1	20.8	10.7	14	0
"1557"	10	110	92	0.175	173.8	63.1	36.5	64	0
"1558"	12	136	100	0.185	348.2	153.3	65.1	93.7	0
"1559"	10	109	85	0.14	162.9	61	46.2	48.8	1
"1560"	9	98	78	0.12	102.2	44.1	20.6	34.9	1
"1561"	8	120	96	0.17	183.5	76	44.5	58	1
"1562"	9	101	78	0.16	128.8	49.5	40.5	32.7	0
"1563"	7	66	50	0.095	41.7	20.4	7.9	10.4	1
"1564"	10	109	84	0.175	150.8	51.2	35.5	55	0
"1565"	4	60	43	0.05	23.7	9.6	4.5	8.4	1
"1566"	13	125	93	0.14	239	96.5	41	80	0
"1567"	9	129	98	0.16	250.2	107.1	66.9	63.3	0
"1568"	9	103	79	0.135	103.2	40.3	26.4	32.4	0
"1569"	7	87	63	0.11	73.7	32.3	14.3	24	1
"1570"	8	82	60	0.09	56	28.2	11.5	15	1
"1571"	13	141	109	0.18	307.9	121.5	73.5	92.9	0
"1572"	9	108	84	0.14	125.5	50.1	23.5	47	1
"1573"	11	127	103	0.16	241.5	107.7	56.4	69	0
"1574"	13	120	97	0.175	253.5	99.9	56.3	76	0
"1575"	9	123	106	0.17	224	115.5	41.9	57.2	0
"1576"	14	111	84	0.145	173.9	61.5	51.5	50	0
"1577"	13	124	100	0.175	229.2	95.4	46	78	0
"1578"	10	114	85	0.14	153.1	66.2	28	48	1
"1579"	11	134	106	0.225	312.3	126	97.4	74.5	0
"1580"	11	111	85	0.18	175	73.9	40.1	51	1
"1581"	15	115	92	0.185	218.8	89.7	43.4	69	0
"1582"	18	128	108	0.175	314.2	125.4	54.2	95	0
"1583"	21	133	100	0.175	348.4	119	60.5	145	0
"1584"	6	91	67	0.105	84.4	45.8	17.3	20	1
"1585"	11	136	110	0.19	361.4	164.5	73.1	103	0
"1586"	11	135	103	0.15	262.4	111.2	56.9	82.3	0
"1587"	18	131	106	0.19	285.6	98.6	63.6	113	0
"1588"	6	52	40	0.065	19.2	8.8	5.4	6	0
"1589"	11	82	61	0.1	72.6	34.7	13	22	0
"1590"	10	98	76	0.125	109.8	49	21.5	34.8	0
"1591"	10	68	55	0.09	41.3	14.5	8.6	14	0
"1592"	3	48	35	0.065	13.3	6.2	2.7	3.4	1
"1593"	10	123	91	0.13	193.7	98	36.4	53.1	0
"1594"	8	96	71	0.11	89.9	40.2	17.8	28	1
"1595"	9	85	66	0.13	88.1	30.4	18.7	31	0
"1596"	10	114	94	0.155	237.2	127.1	46.3	55.4	0
"1597"	6	71	53	0.085	48.7	24.4	10.5	12	1
"1598"	15	121	95	0.145	203.7	93.9	45	54	0
"1599"	7	97	74	0.1	102.6	43.8	21.5	26	1
"1600"	6	68	52	0.085	37.7	16.3	6.7	12	1
"1601"	6	56	42	0.065	22.2	8.5	5.7	6	1
"1602"	10	79	59	0.095	44.9	15.6	10.8	16	0
"1603"	13	124	102	0.15	291.2	116.2	57.5	64	0
"1604"	11	134	108	0.195	323.8	148	66.1	93	0
"1605"	10	114	94	0.14	174.2	77	42.2	46.3	0
"1606"	11	156	120	0.21	509.6	238.9	114.9	134.9	0
"1607"	21	147	118	0.225	351.2	127.4	68.1	116	0
"1608"	12	103	87	0.17	126.2	55.3	22.2	43.2	0
"1609"	10	148	114	0.18	374.5	182.3	85.4	89.2	0
"1610"	15	128	108	0.175	244.2	102	51.8	78	0
"1611"	8	80	60	0.115	60.5	26.7	9.3	18.7	0
"1612"	9	88	68	0.12	87.6	42.3	16.6	24	1
"1613"	9	126	101	0.17	218.3	92.3	53.2	60	0
"1614"	10	129	100	0.195	280.2	123.3	70.3	74.5	0
"1615"	10	113	90	0.175	247.3	106.1	49.1	61.6	0
"1616"	13	93	78	0.11	127.1	36.3	31.4	45	0
"1617"	10	72	55	0.11	46.7	19	10.5	17	1
"1618"	15	120	99	0.165	248.3	97	55.5	68	0
"1619"	8	95	75	0.11	98.8	42.2	21.8	30.9	1
"1620"	8	101	80	0.145	140.9	66.8	28.5	41.4	1
"1621"	7	93	71	0.11	94.8	46	20.1	24	1
"1622"	14	86	66	0.095	68	26.3	17	22.4	0
"1623"	11	112	87	0.135	144	65.8	20.6	50.2	1
"1624"	8	75	56	0.08	40.5	16.5	9.6	13	1
"1625"	12	100	81	0.15	119.3	50.6	25.2	37	0
"1626"	8	72	53	0.09	41.3	15.6	11.4	12	0
"1627"	8	97	72	0.12	103.1	49.3	20.5	29.4	1
"1628"	7	92	72	0.105	93.2	44.5	19.8	22	1
"1629"	8	88	68	0.135	79.5	30.1	18.9	27	0
"1630"	12	96	76	0.135	101.4	38.3	27.3	31	0
"1631"	8	81	62	0.11	182	83.2	41.5	19.9	1
"1632"	8	114	89	0.15	197.5	100.8	41.4	49.8	0
"1633"	11	122	90	0.13	174.5	77.8	34.3	54.4	0
"1634"	9	116	90	0.14	192.3	97.2	36.3	50.6	0
"1635"	15	139	112	0.19	298.8	117.6	68.5	97	0
"1636"	9	101	81	0.11	125	61	32	35	0
"1637"	16	123	100	0.205	221.1	88.9	45.4	78	0
"1638"	8	81	61	0.085	52.1	22.9	11.9	17	0
"1639"	9	94	74	0.12	115.9	58.6	45.4	28	0
"1640"	10	119	94	0.135	187.3	86.8	36.8	57.4	1
"1641"	7	102	79	0.13	120.5	56.2	28.6	32.4	1
"1642"	7	96	67	0.125	104.8	49.2	21.9	29	1
"1643"	11	107	82	0.15	162.1	69	37.4	48	0
"1644"	9	116	90	0.16	173.5	78.7	44.2	43	0
"1645"	12	126	96	0.145	202.3	84.7	47.4	61	0
"1646"	6	83	62	0.1	56.1	22.8	11.3	19.5	1
"1647"	8	103	80	0.14	143.3	69.9	31.9	35.7	1
"1648"	12	134	101	0.16	251.7	125.1	62.2	61.6	0
"1649"	18	127	102	0.155	231.2	85.6	57.8	63	0
"1650"	5	61	44	0.07	28.2	12.4	6.2	7.4	1
"1651"	8	99	79	0.12	110.6	44.8	27.5	33.4	0
"1652"	9	123	94	0.15	217.5	99.5	56.6	53.7	0
"1653"	8	92	85	0.155	149.2	60.1	30.4	48	0
"1654"	14	136	106	0.205	299.2	116.5	67.4	93	0
"1655"	9	94	72	0.13	104.5	39.6	21.3	33	1
"1656"	11	89	71	0.15	97	36.2	25	31	0
"1657"	8	77	55	0.115	53.7	19.5	16.5	17	0
"1658"	8	80	65	0.12	63.7	26.8	11.3	19	0
"1659"	8	86	63	0.095	75.6	35	16	20.9	1
"1660"	7	72	53	0.075	36.9	16.6	7.3	11	1
"1661"	17	143	113	0.24	439.9	144.9	93	177	0
"1662"	10	66	47	0.09	32.6	12.3	6.8	11	0
"1663"	5	69	51	0.085	40.1	21	7.4	10	1
"1664"	7	80	64	0.095	60.6	26.7	12	20	0
"1665"	6	90	68	0.12	98.5	48.2	21.5	24	1
"1666"	8	77	57	0.085	48.8	24.3	8.9	13.6	1
"1667"	20	100	80	0.165	142.1	54	29.1	45	0
"1668"	8	112	88	0.155	128.1	67.2	35.3	49	0
"1669"	7	101	77	0.13	128.7	62.7	29.8	30.3	0
"1670"	7	55	40	0.065	20.7	9.5	4.1	6	1
"1671"	12	124	93	0.185	254.8	115.8	61.3	64	0
"1672"	12	88	69	0.17	81.7	30	16.5	30.3	0
"1673"	8	88	68	0.105	72.8	29.6	16.1	23.5	0
"1674"	15	93	72	0.105	99.6	42.8	23.2	28	1
"1675"	9	120	90	0.145	175.4	86.5	31	48	0
"1676"	10	115	84	0.135	171.4	92.2	29.4	42.5	0
"1677"	6	56	42	0.075	23.9	10.6	5.3	6	1
"1678"	11	143	105	0.185	312	133.1	76.6	81	0
"1679"	12	95	75	0.15	111.8	39.1	24.3	38.9	0
"1680"	7	85	66	0.08	72.2	26.8	16.5	25	0
"1681"	8	107	83	0.135	156	63.3	33.8	47.3	0
"1682"	9	137	102	0.18	290.9	126.3	62.1	74.5	0
"1683"	10	119	90	0.14	167.6	79.3	38.8	43.4	0
"1684"	10	129	102	0.195	245.2	117.7	44.3	74.9	0
"1685"	8	94	71	0.18	88.2	30.5	23.3	27	0
"1686"	13	81	62	0.12	61.9	27.6	11.6	19	0
"1687"	13	91	69	0.15	115.9	33.7	25	43	0
"1688"	8	69	57	0.1	44.5	17.3	11.6	15	1
"1689"	6	59	44	0.07	27.3	11.5	5.9	7	1
"1690"	8	97	73	0.14	89.5	37.9	18.5	46.1	1
"1691"	13	134	102	0.18	336	185.2	59.5	78.7	0
"1692"	11	156	126	0.215	531.4	297.6	99.7	117.2	0
"1693"	7	88	71	0.12	99	46.2	22	25	1
"1694"	4	55	40	0.055	18.5	7.6	4.2	5.2	1
"1695"	10	132	104	0.19	311.6	151	59.6	80	0
"1696"	12	140	115	0.19	454.6	219	83.6	127.6	0
"1697"	11	114	96	0.175	237	94.8	52.2	76	0
"1698"	13	137	104	0.15	268.6	92.7	58.4	80	0
"1699"	9	88	70	0.11	91.7	40	17.7	26	0
"1700"	9	109	86	0.14	137.4	52.3	28.1	50	1
"1701"	11	119	100	0.165	212	80.4	56	55	0
"1702"	8	116	89	0.15	171.6	80	31.2	50.6	0
"1703"	10	124	102	0.175	256.3	114.3	47.7	78	0
"1704"	9	69	51	0.09	40.1	18.8	5.9	12.6	0
"1705"	10	122	92	0.145	223.7	95.6	58.9	59.7	0
"1706"	13	135	110	0.175	337.8	138.8	74.2	94.8	0
"1707"	6	65	50	0.075	31.7	15	6.1	9.1	1
"1708"	12	128	101	0.19	255.3	96.7	65.6	80	0
"1709"	5	46	35	0.065	12.9	5.2	2.1	4	1
"1710"	10	105	81	0.135	151.5	66.1	43.2	39	0
"1711"	21	134	107	0.185	319.4	125.5	70	94	0
"1712"	11	118	95	0.155	194.3	74.2	47	56	0
"1713"	7	95	76	0.14	137.8	63.3	26.3	39.1	0
"1714"	8	84	62	0.1	57.3	23	14.7	17	1
"1715"	11	120	95	0.155	211.8	88.2	38	78	0
"1716"	10	128	101	0.155	280.5	141	53.1	67	0
"1717"	15	124	94	0.14	206.5	72.1	44.8	72	0
"1718"	8	100	75	0.12	105.8	44.7	24.6	32	1
"1719"	12	112	92	0.18	194	68.4	39.2	71	0
"1720"	21	119	95	0.16	263.5	81.6	46.8	116	0
"1721"	9	115	87	0.14	169.1	80.2	38.2	44.4	0
"1722"	9	118	94	0.145	184.7	90.9	34.6	50.8	0
"1723"	9	91	73	0.135	88.2	30.3	23.3	29	1
"1724"	12	148	113	0.205	423.8	193.1	103.7	96.4	0
"1725"	10	95	75	0.13	103.5	41.5	23.3	34	0
"1726"	11	134	105	0.2	348.1	124.1	59.4	131.4	0
"1727"	7	103	82	0.14	147.1	61.3	27.4	40	0
"1728"	10	115	92	0.165	191.5	96.3	38.9	47.2	0
"1729"	9	120	93	0.165	207.6	99.5	44.1	50.2	0
"1730"	12	129	97	0.15	230.2	118.7	46.3	58.6	0
"1731"	7	84	69	0.105	86	35	19.2	26	0
"1732"	11	113	78	0.125	148.8	70.4	26	33.7	0
"1733"	7	77	59	0.095	67	29.4	18.8	18	0
"1734"	13	131	105	0.18	280.4	124.8	58.7	73	0
"1735"	11	144	112	0.18	317.3	138.2	75	88.5	0
"1736"	9	108	84	0.14	145.3	64.1	28.9	45.8	1
"1737"	6	94	76	0.125	96.9	42.2	21.5	28.4	1
"1738"	11	125	97	0.16	230	105.1	51.4	66.3	1
"1739"	10	134	104	0.175	295.1	125.5	75.8	74.8	0
"1740"	11	126	103	0.17	277	127.1	59.1	76	0
"1741"	5	56	40	0.08	18.3	6.6	4.3	6	0
"1742"	13	91	73	0.11	77	33.2	9.2	26.9	0
"1743"	10	95	73	0.12	106	50.1	19.5	32.5	1
"1744"	10	138	116	0.195	331.6	141.6	72.3	94.3	0
"1745"	9	113	89	0.14	167.2	81.2	32.1	44.9	0
"1746"	10	111	90	0.175	174.8	65.5	40.4	61	0
"1747"	9	125	96	0.16	248.3	131.5	52.5	55.7	0
"1748"	13	98	78	0.14	141.4	55.9	43.7	36	0
"1749"	4	49	38	0.06	17.2	8.4	2.8	5	1
"1750"	9	102	82	0.155	256.5	113.8	58.2	75.9	0
"1751"	7	88	67	0.115	84.3	34.6	15.3	22.6	1
"1752"	9	119	91	0.16	208	90.4	53.1	57.6	0
"1753"	8	124	94	0.135	203.9	106.3	40.1	49.5	0
"1754"	7	105	80	0.14	130.8	61	32	33.8	1
"1755"	10	129	102	0.19	272.6	114.6	72.4	72	0
"1756"	6	65	48	0.075	37.4	16.5	8.9	10	1
"1757"	6	73	54	0.09	43.1	20.1	9.8	13.1	1
"1758"	12	90	72	0.125	90	38.2	17.3	29	1
"1759"	11	116	92	0.18	229	96	55.4	65	0
"1760"	11	88	69	0.105	85.7	33	16.6	26.4	0
"1761"	6	74	56	0.1	44.2	23.3	5.3	12.7	1
"1762"	11	130	104	0.17	273.1	123.1	57.7	72	0
"1763"	13	144	115	0.215	445.2	179.1	81	124	0
"1764"	6	67	50	0.08	36.6	14.7	8	11.5	1
"1765"	8	95	72	0.14	102.7	48.2	20.9	31	0
"1766"	6	57	43	0.07	21.5	10.2	4.5	5.4	1
"1767"	17	149	117	0.215	499.8	185.3	94.4	140	0
"1768"	10	91	75	0.125	91.6	39.7	22.2	24	0
"1769"	10	112	88	0.16	172.9	66.1	41.5	52	0
"1770"	9	86	62	0.13	129.7	54.7	32.6	36.8	0
"1771"	10	103	76	0.135	132.3	57.5	41.9	31	0
"1772"	6	51	38	0.05	16.6	5.9	4.3	5.4	1
"1773"	10	90	70	0.1	73.5	29.3	20.3	24	0
"1774"	10	119	90	0.145	191.8	92.6	41.3	50.7	0
"1775"	11	130	101	0.17	311.9	139	70.3	79	0
"1776"	7	58	46	0.075	23.3	8.6	5.1	8	0
"1777"	7	79	62	0.095	62.6	26.2	14.4	18.6	1
"1778"	10	108	83	0.17	175.8	67.8	41.6	51	0
"1779"	8	102	82	0.145	159.2	77.3	36.3	39.1	0
"1780"	16	112	89	0.195	196.2	61	44.9	67	0
"1781"	9	88	67	0.11	78.8	31.4	19.2	24.4	0
"1782"	7	102	81	0.135	153.8	73.1	31.7	36	1
"1783"	9	125	97	0.2	276	116.9	60.4	80.2	0
"1784"	15	132	106	0.17	278.1	118.1	42.4	90.6	0
"1785"	11	122	97	0.17	220.1	102.5	45.8	61	0
"1786"	8	105	79	0.12	121.6	59.4	27.9	28.1	1
"1787"	8	70	52	0.095	44.2	19.7	8.6	14	1
"1788"	10	95	75	0.125	118.6	55.4	23	36	0
"1789"	6	85	63	0.1	75.4	32.9	14.4	21	1
"1790"	7	85	65	0.095	75.7	34.1	16	20	0
"1791"	11	124	101	0.16	274.5	125.7	55	73.7	0
"1792"	13	98	77	0.115	136.6	65.3	32.3	33	1
"1793"	7	105	88	0.125	142.3	64.1	31.8	38.3	0
"1794"	10	116	88	0.145	158.1	70.5	32.9	48.4	1
"1795"	16	135	107	0.16	282	118.4	63.5	84	0
"1796"	9	113	88	0.135	166	78.6	34.7	47.6	0
"1797"	11	136	112	0.195	332.8	116	77.1	109	0
"1798"	11	118	88	0.15	191.1	73.2	48.5	59	0
"1799"	12	124	96	0.18	226.1	105.7	53.1	61.2	1
"1800"	10	97	80	0.135	132.6	62.6	27.4	40	0
"1801"	4	36	25	0.035	5.3	1.9	1.1	1.7	1
"1802"	12	118	93	0.15	199.4	78.4	49.2	68	0
"1803"	6	100	78	0.135	131.9	62.9	30.7	31.3	0
"1804"	9	121	94	0.165	235.5	122.2	45.5	58.4	0
"1805"	10	103	77	0.13	124.6	57.1	25.7	35	0
"1806"	8	115	85	0.15	175.3	91	36	45.6	0
"1807"	26	120	99	0.195	211.5	76.8	38	75	0
"1808"	8	105	82	0.135	158.1	81.3	39.6	35.4	0
"1809"	9	111	86	0.14	150.9	70.5	36.7	40.3	0
"1810"	11	131	108	0.175	311.7	145.7	80.4	77	0
"1811"	10	74	57	0.1	45.6	13.5	13.5	16.2	0
"1812"	7	103	78	0.155	142.5	73.9	27.4	31	0
"1813"	8	92	73	0.11	89.9	35.1	20.4	30	1
"1814"	7	62	47	0.075	30.3	11.2	6.3	10	1
"1815"	16	103	80	0.14	147.3	59.1	36.8	37	0
"1816"	6	64	43	0.095	61	28	13.4	17.7	1
"1817"	9	112	90	0.145	178.8	77.7	41.9	52.8	0
"1818"	5	58	43	0.06	22.3	10.6	3.7	6.4	1
"1819"	6	77	58	0.1	51.5	20	12.2	17.2	1
